#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A7F296
#Date Time: 2026-07-05 21:05:43.129
#Start: 10 Hz
#Stop: 2.5e+07 Hz
#Steps: 1001
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.45848 V
#Offset: -0.000277946 V
#Relative: no
#Channel: Channel 2
#Range: 5.54417 V
#Offset: 0.000228067 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
10,-0.02733244003029818,-44.1718063814961,70.56407439947932
10.14840849106678,-0.0274150053333995,-44.06185669858068,70.84051144285385
10.29901949015561,-0.02736459930914603,-43.89721436022395,71.06287108464886
10.45186568435574,-0.02750638849160764,-43.77400671285234,71.16508920614598
10.60698024586051,-0.0272939977381063,-43.63352191083973,71.38444463020794
10.76439683916683,-0.02728426213631802,-43.57333349895494,71.74669252328044
10.92414962838129,-0.02737475472353982,-43.47774741687829,72.03578522208039
11.08627328463486,-0.02710522948080937,-43.34092497327383,72.19847240847972
11.2508029936075,-0.02715065797485065,-43.22165903669778,72.47655654377473
11.41777446316459,-0.02705164818052502,-43.09531114113732,72.64887553523033
11.58722393110649,-0.0270139187847724,-42.99048055307523,72.84967428627677
11.7591881730333,-0.02733343635114075,-42.87545130147934,73.12875203207747
11.93370451032632,-0.02728874668473392,-42.7347495204523,73.48538580369265
12.11081081824773,-0.0269774897836574,-42.59498373067409,73.57783658426507
12.29054553416086,-0.02712915352601344,-42.52638832905787,73.79382161301277
12.47294766587207,-0.02708638697940204,-42.39111963100835,73.89695301924462
12.65805680009677,-0.02722412768625486,-42.27845631106032,74.26901859211119
12.84591311105073,-0.02718721634647522,-42.1568508733712,74.29697895997549
13.03655736916933,-0.02732661255233625,-42.04208126262549,74.45518127562787
13.23003094995569,-0.02741395470258762,-41.90140663980576,74.72647001346982
13.42637584296066,-0.02721654678956639,-41.8203446770082,74.85241736041051
13.62563466089558,-0.0271662062353212,-41.67035030349104,75.01956155028468
