#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A7F296
#Date Time: 2026-07-05 21:02:06.142
#Start: 10 Hz
#Stop: 2.5e+07 Hz
#Steps: 1001
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.45848 V
#Offset: -0.000277946 V
#Relative: no
#Channel: Channel 2
#Range: 5.54417 V
#Offset: 0.000228067 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
10,-0.02937316475198615,-57.7795066691293,-0.3482635149072664
10.14840849106678,-0.0294195480464114,-57.73510332727721,-0.6318913203206478
10.29901949015561,-0.02948966208438345,-57.8842961411485,-0.5801437630262569
10.45186568435574,-0.0292658100168534,-57.70214790219407,0.2784886203280479
10.60698024586051,-0.02947726831140434,-57.99495457374137,-0.5144506503275643
10.76439683916683,-0.02922371536268025,-57.92877805705189,-0.3517292941442349
10.92414962838129,-0.02929245846375004,-57.83923869208081,0.0680636945366615
11.08627328463486,-0.0294768806821432,-58.00202598580857,0.1924948254526839
11.2508029936075,-0.02931044122045565,-57.8940865615771,-0.3282832452620994
11.41777446316459,-0.02926295161327123,-57.94936131087219,0.082160651280347
11.58722393110649,-0.02906219597924121,-58.00243767157177,0.03556358831330186
11.7591881730333,-0.02904703345179578,-57.80663663237124,0.8006989772142106
11.93370451032632,-0.02889075209776498,-57.97508312793528,-0.1724449142151325
12.11081081824773,-0.02897580599153481,-58.05929382892485,0.5264311789687923
12.29054553416086,-0.02893866460966332,-57.94750143521669,0.2334644631670812
12.47294766587207,-0.02899679482486716,-58.05128152236243,-0.07985885502957046
12.65805680009677,-0.02934205592305918,-58.1771474057712,-0.1518811378294203
12.84591311105073,-0.02916790527982486,-58.00662033834616,-0.8537005613616477
13.03655736916933,-0.02893694841252186,-58.07725360736413,0.4511733757558716
13.23003094995569,-0.02900309457674693,-57.92369023352423,0.3030788512782152
13.42637584296066,-0.02899842285669547,-58.06880179038875,0.1792435686283085
13.62563466089558,-0.02869290353611913,-58.04058161155374,-0.6133071004904025
13.82785064888063,-0.02898012588202592,-57.9431028594941,-0.5182062537432586
14.03306769383034,-0.02886119924773667,-58.16967723452497,-0.1909290398734242
14.24133033397824,-0.02882923662619343,-58.01267781494247,-0.5005925235099851
14.45268376854316,-0.02868355151488003,-58.04270632634066,-0.6036199528762438
14.66717386753861,-0.0289122486504949,-58.00283345508469,0.3646189421263699
14.88484718172816,-0.02884226368209142,-58.09225872246212,-0.2622596321553772
15.10575095272812,-0.02866519817988279,-58.03919910947489,-0.05181188537662251
15.32993312326061,-0.02830359527017402,-58.16972139737189,0.3180448864947181
15.55744234755838,-0.02855605378219237,-58.14315865163861,0.4412333776613728
15.7883280019243,-0.02853685871528722,-58.04088795396655,0.1927243879693492
16.02264019544759,-0.0284991292853676,-58.03724474987122,-0.5200813293795399
16.26042978087878,-0.02824128831742134,-58.06816350654809,-0.08101006106144837
16.50174836566654,-0.02873250733283083,-58.08567563416556,0.2373824325971583
16.74664832315773,-0.02868362719598039,-58.05410089134774,-0.6830457552267433
16.99518280396431,-0.02855208419785628,-58.0899186421164,-0.3512390923428796
17.24740574749831,-0.02835165950796454,-57.90200403168298,-0.1910427163014674
17.50337189367858,-0.02847975875833392,-58.16007057457725,0.1335506728999007
17.76313679481069,-0.02843800435921067,-58.11334888751397,0.09874996097622102
18.02675682764376,-0.02843128030904131,-58.23886378524038,-0.3944089109809283
18.29428920560559,-0.02866551005554154,-58.10828687142222,-0.2834484202700729
18.56579199121987,-0.02857455984729024,-58.11586374254897,-0.2861487569290944
18.84132410870752,-0.02838182557025922,-57.96343740922325,0.1944277569244548
19.12094535677483,-0.0286145226580656,-58.0107785745455,-0.2892810998881572
19.40471642159175,-0.02853980283571848,-58.23236414811507,-0.491499077361766
19.69269888996243,-0.02847263682971952,-58.25675973241771,-0.01094393548778427
19.9849552626916,-0.02841281690085219,-58.12713452174143,0.251717391591896
20.28154896814887,-0.02855761059468501,-58.09034619727115,-0.2833032242614308
20.58254437603486,-0.02852819025996735,-58.18799067225515,-0.01426532568449446
20.88800681135109,-0.02860203329013512,-58.08885923967842,-0.1360568071847865
21.19800256857757,-0.02864364046340391,-57.95263322227753,0.4359265891582709
21.5125989260608,-0.02849996913709491,-58.33074076384801,-0.4484332391861585
21.8318641606149,-0.0287194855306097,-58.2100931941485,-0.3060940869845723
22.15586756234007,-0.02858941529973485,-58.24632540035574,0.512816425411188
22.48467944966025,-0.02864652847836032,-58.28327060378516,-0.030024796847826
22.81837118458467,-0.02873811447403529,-58.35816788069776,0.01774594303974908
23.15701518819521,-0.02854738138580116,-58.16793396497921,1.150881723047952
23.50068495636426,-0.02852646084618414,-58.08421219038437,0.3761673500139437
23.84945507570519,-0.02850356160933025,-58.15673018125597,-0.4444680702397648
24.20340123976022,-0.02851813040099201,-58.1033374870489,-0.4413238072200727
24.56260026542783,-0.02859912067939197,-58.15062657878205,0.2318378168471042
24.92713010963469,-0.02856949806208711,-58.1420845318022,-0.1948608034387824
25.29706988625425,-0.02877287442854176,-58.08587077150685,0.1708079388577026
25.67249988327723,-0.02846230689530703,-58.33382934043942,-0.4083599375422082
26.05350158023609,-0.02848555615586216,-58.08865345547675,-0.02255309795792826
26.44015766588897,-0.02851887409995348,-58.12514452071178,-0.4277022318986363
26.83255205616514,-0.02870173053354229,-58.14584373222209,0.2658863088478398
27.23076991237776,-0.02835008437411632,-58.28741041544747,0.3711591188638295
27.63489765970597,-0.02871081843404859,-58.17788527860272,0.8135615975757133
28.0450230059522,-0.02849053278443158,-58.23270141251253,0.688008597786677
28.46123496057672,-0.02871280983087643,-58.06968117430367,-0.2142638999368529
28.88362385401635,-0.02848034667537074,-58.3420454923581,-0.2667945931313085
