#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A7F296
#Date Time: 2026-07-05 20:58:46.421
#Start: 10 Hz
#Stop: 2.5e+07 Hz
#Steps: 1001
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.45848 V
#Offset: -0.000277946 V
#Relative: no
#Channel: Channel 2
#Range: 5.54417 V
#Offset: 0.000228067 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
10,-0.002992679454013898,0.005347838061375717,0.001397636147515868
10.14840849106678,-0.003112581089614148,0.005516340772418197,0.0006149957094123693
10.29901949015561,-0.003062763055755964,0.005923666518683914,0.0008781728653417531
10.45186568435574,-0.002857216558329785,0.005856961096318581,-0.001286716315217262
10.60698024586051,-0.002789555639485331,0.005741176880408994,0.0009371618892828337
10.76439683916683,-0.002839162622233831,0.00568433719663723,-0.0004469465285836804
10.92414962838129,-0.002736415524978509,0.005753766039227158,0.0005391923024049561
11.08627328463486,-0.002745524548419468,0.005869930183848909,0.0006410609764770925
11.2508029936075,-0.002763126432557979,0.00575784315974298,0.001029761076026148
11.41777446316459,-0.002538796444445742,0.005777784444121231,0.0005397709581913546
11.58722393110649,-0.002618245087435776,0.005871342860513054,0.0006196474217290415
11.7591881730333,-0.002372107973395713,0.005554879637410555,0.0004588512373473463
11.93370451032632,-0.002232673428597494,0.005493150066938684,0.0001601726231399425
12.11081081824773,-0.002373555709681402,0.005453088616608907,6.93841391594674e-05
12.29054553416086,-0.002334573366982373,0.005601053322171371,0.0003175348308133152
12.47294766587207,-0.00222005865767403,0.005673921542461862,-0.00112482081343046
12.65805680009677,-0.002089072355002689,0.005503563118110589,-0.0009007768542907968
12.84591311105073,-0.002088339938454392,0.005632400985473683,0.001185367192704234
13.03655736916933,-0.001808472957185159,0.005424551507823228,-0.0006469191405500396
13.23003094995569,-0.001703890431933201,0.00550897940244187,-0.0007627286680360612
13.42637584296066,-0.001699244139682587,0.005627039815848217,-0.0003966837833786485
13.62563466089558,-0.00209698376888924,0.006025024394451762,0.0005917972576767738
13.82785064888063,-0.00151505080200546,0.005299962634689792,0.0001781861099914295
14.03306769383034,-0.001609194408604431,0.005648041673321008,-0.0003836541007473659
14.24133033397824,-0.001855531378654575,0.005703403569542244,0.0006796330802103512
14.45268376854316,-0.001973609833924947,0.005906707495784928,0.000786610676883015
14.66717386753861,-0.001946354035994778,0.005981815049457898,-0.001377545854296613
14.88484718172816,-0.001764786656351392,0.00581556474490251,0.0001717007867227949
15.10575095272812,-0.001532875788308155,0.005753361154429358,-0.000537746561349195
15.32993312326061,-0.001413630301601551,0.005448348220343622,0.000605176663093232
15.55744234755838,-0.001385042378682201,0.005513007090713779,-0.0004937924655052939
15.7883280019243,-0.00166078334298643,0.005879658970015842,-0.0002183836075460022
16.02264019544759,-0.001646067492815213,0.005756164775427044,-0.0003685114082259133
16.26042978087878,-0.001402211802396522,0.00578846171212421,0.00127779134831485
16.50174836566654,-0.001463767313576432,0.005888157834655371,-0.0009342704977086669
16.74664832315773,-0.001333483191421285,0.005641892097188795,0.0001214178319060011
16.99518280396431,-0.001464748852651151,0.005763788034065195,0.0003747936941067564
17.24740574749831,-0.001353818462659033,0.005851362374612334,-4.048945405088489e-05
17.50337189367858,-0.001192645688408313,0.005820881871267454,-0.0004994911603120045
17.76313679481069,-0.001248624497718967,0.006070933031196122,0.0004924516035487159
18.02675682764376,-0.000974928677376277,0.005788817767053835,0.0007957643056890618
18.29428920560559,-0.0009713192758741701,0.005770629439652506,-0.000492618263933764
18.56579199121987,-0.0009082306843705811,0.005802927903731047,-0.003543781096562171
18.84132410870752,-0.001042158271607564,0.00588150388843796,0.0003301189868096799
19.12094535677483,-0.001121166695509421,0.005675078182090358,0.0002680029832475839
19.40471642159175,-0.001112198005033759,0.005821154315557566,0.0004777602349330667
19.69269888996243,-0.001160389212378042,0.00579303085556938,-0.0003865818626422879
19.9849552626916,-0.00105568817014572,0.005926085178718662,-0.0007877865166534548
20.28154896814887,-0.001255646505562188,0.005889165388824502,6.071984716982115e-05
20.58254437603486,-0.001091714886653704,0.005992549459177287,-0.001032331145012222
20.88800681135109,-0.0009384267544398669,0.005869595930698247,-0.0008548580928078309
21.19800256857757,-0.0009328455212704528,0.005797648902757583,0.0005257883040705735
21.5125989260608,-0.0009744402503833687,0.005796732507460986,-0.001122259792850855
21.8318641606149,-0.0008992561477726843,0.005854956969200695,-0.0005980009469226388
22.15586756234007,-0.0007880935599838962,0.00582331477421312,-0.0004608280874407455
22.48467944966025,-0.0009487771916420803,0.005759185496652282,3.722719069543245e-05
22.81837118458467,-0.0009074351077191593,0.006076175328701144,-0.001548300253524815
23.15701518819521,-0.0008095065257993811,0.005778273825159858,0.0004015600769520233
23.50068495636426,-0.0007302067444497043,0.005816067110901504,0.0001377853662205553
23.84945507570519,-0.0006720101026355474,0.006058929258429548,5.084209168515486e-05
24.20340123976022,-0.0008085084142174356,0.005699672844245753,-0.0005107693545340908
24.56260026542783,-0.0008141323005568569,0.005882196050622939,0.0002431934357502996
24.92713010963469,-0.0006242449749655869,0.005864995613311933,0.0005317357566880787
25.29706988625425,-0.0006581729879273813,0.005590200571587903,0.0001723104396020858
25.67249988327723,-0.0005175133196821317,0.005603874940446298,-0.0002824392731213266
26.05350158023609,-0.0005186659350002032,0.005817526384424504,-0.0003595830868050598
26.44015766588897,-0.0004476678715453694,0.005519628014883918,-0.001118421678569348
26.83255205616514,-0.0005594832174916624,0.00586798209932233,0.0006014540652898859
27.23076991237776,-0.0003693812669021825,0.005720967636849039,-0.00112963540015798
27.63489765970597,-0.0005865646639158259,0.005854028550277985,-0.0004636799481119169
28.0450230059522,-0.0004220911259971769,0.005874465892726211,-0.001720063922519444
28.46123496057672,-0.0003444803094881406,0.005823981328400035,-2.627681691080852e-05
28.88362385401635,-0.0003726854712446774,0.005898146210716544,-0.0005656446198258891
29.31228135728778,-0.0003115964338415232,0.005662048248642425,-0.0005825060661379666
29.74730050188377,-0.0002117725254022985,0.005485598871880228,0.0002707867379854179
30.18877569996317,-0.0001858733996363708,0.005693533835418636,0.000762104476194736
30.63680276484166,-0.0003535430776877211,0.005650135967160333,-0.0006403987922851684
31.09147893178572,-0.0001741683118213913,0.005661845319991077,0.0004943978368885382
31.55290287911574,-0.0001328447192568329,0.00547822975533908,-0.0001737685184224347
32.02117474962236,-9.131172693893432e-05,0.005459304000415114,-0.002128759945037473
32.4963961723,-0.0005999459451940706,0.005891742678461551,-0.001504956397013757
32.97867028440392,-0.0004254061753389375,0.005750016739588938,-0.002007460175107667
33.46810175383357,-0.00029464554883194,0.005724587957985368,0.0006646579276221587
33.96479680184915,-0.0003777522062228295,0.005784402062603461,-0.002367999298016343
34.46886322612429,-0.0001730053025645782,0.005738394009920804,-0.000328651733795482
34.98041042414192,-0.0001573381461276407,0.00557342719105926,-0.00095357334290469
35.49954941693627,-0.0001035108171134023,0.005614183295641062,-0.0001070405973848665
36.02639287318799,-7.615372105324295e-05,0.005575069927989356,-0.001311772489657415
36.56105513367687,-0.00026369697361228,0.005700194183165318,-0.0003873288686691012
37.10365223609661,7.609641809418261e-06,0.005710105314154966,-0.0005308180816285812
37.65430194023916,-5.807079233667472e-05,0.005420633330183454,-8.361418899660578e-05
38.21312375355146,-2.849995104679795e-05,0.005329199463339424,0.0001400129969226782
38.78023895707273,0.0001779856927066985,0.005662986569797039,-0.001346561884446373
39.35577063175547,0.0001705673653649989,0.005499557595104168,-0.000546832442374523
39.93984368517837,-6.654036445367162e-06,0.006032697086403903,-0.0004320218524043185
40.53258487865432,0.0002937475234683443,0.005445514605403545,-0.00133117839934016
41.13412285474203,0.0002133773894050524,0.00569119464189003,-0.0004216444888811566
41.7445881651648,0.0002244822420848177,0.005690578211359579,-0.002944270159435547
42.36411329914434,4.653631090697558e-05,0.005660023746194917,-0.000252079039270825
42.99283271215513,-5.934046704253917e-06,0.005555439266922884,0.0001025970549051181
43.63088285510478,8.309588269154985e-05,0.005472526699397417,-0.001213710441646754
44.27840220394852,0.0002082953420837684,0.005736575217851161,-0.001297534641821585
44.93553128974202,-6.791657422817745e-06,0.005676698104926388,-0.0004481001574845322
45.60241272914148,7.615410170925714e-05,0.005221657760733346,-0.0007980317816418392
46.27919125535502,8.201006526008336e-05,0.005577622569278447,-5.793903855533244e-05
46.96601374955482,-5.89775796521475e-05,0.005773722360524126,-0.000312269968357981
47.66302927275411,-7.149072223086553e-05,0.005678913834044974,-0.0001309345754805236
48.37038909815812,-6.912173881107472e-06,0.005733997879119209,0.0005088439658464949
49.08824674399517,0.0002320859816281672,0.005466104683232447,-0.000182270430883591
49.81675800683407,0.0002449527093797131,0.005516346540583401,-0.001673106354374454
50.55608099539738,0.0002596738586471915,0.005510572783008924,-0.0002101327159778066
51.30637616487495,0.0001668583219744836,0.005543454831459883,-0.001657988897363794
52.0678063517483,0.0003385750913019358,0.00531636825763448,-0.0007362701001127903
52.84053680913021,-7.75133978843475e-05,0.005520789098995119,-0.0006631382626380855
53.62473524263036,0.0002816521136720632,0.005428603484313128,0.0001277143263145319
54.42057184675168,4.152948700794732e-05,0.005524439215354638,-0.0006239992996484034
55.22821934182844,-0.0003335216025213846,0.005743543187493249,-0.0011634125497757
56.04785301151101,0.0001254034679599439,0.005567840407517871,-0.001395193281439333
