frequency_hz,impedance_real_ohm,impedance_imag_ohm,magnitude_ohm,phase_deg
1000,0.514501487344662,0.0146376150385457,0.514709665980625,1.62963065801346
1010.17807895041,0.514511708245185,0.0147865978164635,0.514724141066226,1.64617539974153
1020.45975119194,0.514522012509308,0.0149370969524678,0.514738786397524,1.662887655684
1030.84607110529,0.514532400880675,0.0150891278801652,0.514753604490746,1.67976911102526
1041.33810380272,0.514542874109965,0.0152427061902462,0.514768597905258,1.69682146762626
1051.93692523729,0.514553432954964,0.0153978476320851,0.514783769244369,1.71404644418212
1062.64362231321,0.514564078180636,0.0155545681153539,0.514799121156148,1.73144577638102
1073.45929299726,0.51457481055919,0.0157128837116549,0.51481465633426,1.74902121706445
1084.38504643144,0.514585630870155,0.015872810656168,0.514830377518812,1.76677453638864
1095.42200304666,0.514596539900449,0.0160343653493163,0.51484628749722,1.78470752198736
1106.57129467768,0.514607538444451,0.0161975643584473,0.514862389105092,1.80282197913597
1117.83406467917,0.514618627304076,0.0163624244195324,0.514878685227128,1.82111973091683
1129.21146804293,0.51462980728885,0.016528962438883,0.514895178798039,1.8396026183859
1140.70467151638,0.51464107921598,0.0166971954948842,0.514911872803476,1.85827250074081
1152.31485372218,0.514652443910436,0.0168671408397458,0.51492877028099,1.87713125549005
1164.04320527909,0.51466390220502,0.0170388159012725,0.514945874320997,1.89618077862365
1175.89092892411,0.514675454940448,0.01721223828465,0.514963188067774,1.91542298478502
1187.85923963577,0.514687102965429,0.0173874257742512,0.514980714720465,1.9348598074442
1199.94936475876,0.514698847136735,0.0175643963354595,0.514998457534111,1.9544931990724
1212.16254412976,0.514710688319291,0.0177431681165114,0.515016419820698,1.97432513131781
1224.50003020465,0.514722627386248,0.0179237594503575,0.515034604950227,1.99435759518283
1236.96308818685,0.514734665219065,0.0181061888565425,0.515053016351804,2.01459260120248
1249.55299615716,0.514746802707594,0.0182904750431045,0.515071657514752,2.03503217962424
1262.27104520476,0.514759040750159,0.0184766369084934,0.515090531989739,2.05567838058916
1275.11853955967,0.514771380253639,0.0186646935435089,0.515109643389939,2.07653327431427
1288.09679672644,0.514783822133556,0.0188546642332585,0.515128995392204,2.09759895127631
1301.20714761929,0.514796367314155,0.0190465684591345,0.515148591738266,2.11887752239684
1314.4509366986,0.514809016728494,0.0192404259008129,0.515168436235959,2.14037111922851
1327.82952210876,0.514821771318529,0.0194362564382705,0.515188532760466,2.16208189414282
1341.34427581747,0.514834632035201,0.0196340801538241,0.51520888525559,2.18401202051901
1354.99658375642,0.514847599838526,0.01983391733419,0.515229497735048,2.2061636929344
1368.78784596343,0.514860675697682,0.020035788472564,0.515250374283795,2.22853912735588
1382.719476726,0.514873860591102,0.0202397142707235,0.515271519059365,2.25114056133287
1396.79290472639,0.514887155506563,0.0204457156411499,0.515292936293249,2.27397025419133
1411.00957318807,0.51490056144128,0.0206538137091736,0.515314630292289,2.29703048722931
1425.37094002376,0.514914079401995,0.0208640298151402,0.515336605440106,2.32032356391356
1439.87847798494,0.514927710405078,0.0210763855165988,0.515358866198555,2.34385181007752
1454.53367481287,0.514941455476613,0.0212909025905132,0.515381417109204,2.36761757412058
1469.33803339114,0.514955315652501,0.0215076030354945,0.515404262794846,2.39162322720845
1484.29307189984,0.514969291978553,0.0217265090740576,0.515427407961041,2.415871163475
1499.40032397118,0.514983385510591,0.0219476431548998,0.515450857397681,2.44036380022511
1514.66133884683,0.514997597314541,0.0221710279552029,0.515474615980593,2.46510357813887
1530.07768153674,0.515011928466538,0.0223966863829588,0.515498688673171,2.49009296147698
1545.65093297968,0.515026380053025,0.022624641579319,0.515523080528036,2.51533443828727
1561.38269020532,0.515040953170855,0.022854916920967,0.515547796688733,2.54083052061253
1577.27456649804,0.515055648927391,0.0230875360225163,0.515572842391458,2.56658374469939
1593.32819156233,0.515070468440615,0.0233225227389318,0.51559822296682,2.59259667120843
1609.54521168996,0.515085412839227,0.0235599011679759,0.515623943841635,2.61887188542542
1625.9272899288,0.515100483262757,0.0237996956526801,0.51565001054076,2.64541199747368
1642.47610625332,0.515115680861664,0.0240419307838411,0.515676428688951,2.67221964252755
1659.19335773693,0.515131006797453,0.0242866314025427,0.515703204012774,2.69929748102693
1676.08075872597,0.515146462242777,0.0245338226027032,0.515730342342536,2.72664819889296
1693.14004101554,0.51516204838155,0.0247835297336488,0.515757849614267,2.75427450774466
1710.3729540271,0.515177766409059,0.0250357784027131,0.51578573187173,2.78217914511665
1727.78126498783,0.515193617532073,0.0252905944778633,0.515813995268477,2.81036487467795
1745.36675911192,0.515209602968963,0.0255480040903526,0.51584264606994,2.83883448645155
1763.13123978358,0.51522572394981,0.0258080336374006,0.515871690655568,2.86759079703522
1781.07652874203,0.515241981716521,0.0260707097848995,0.515901135520999,2.89663664982303
1799.20446626829,0.515258377522952,0.0263360594701494,0.515930987280276,2.92597491522788
1817.51691137389,0.515274912635022,0.0266041099046201,0.515961252668111,2.95560849090493
1836.01574199156,0.51529158833083,0.0268748885767424,0.515991938542185,2.98554030197578
1854.70285516775,0.515308405900782,0.0271484232547261,0.516023051885497,3.01577330125358
1873.5801672572,0.515325366647705,0.0274247419894084,0.516054599808758,3.04631046946883
1892.64961411946,0.515342471886976,0.0277038731171301,0.516086589552828,3.07715481549602
1911.91315131743,0.515359722946645,0.0279858452626419,0.516119028491207,3.10830937658092
1931.37275431787,0.515377121167558,0.028270687342039,0.516151924132566,3.13977721856857
1951.03041869398,0.515394667903484,0.0285584285657275,0.516185284123334,3.17156143613192
1970.8881603301,0.515412364521249,0.0288490984414193,0.516219116250326,3.20366515300108
1990.94801562837,0.515430212400855,0.0291427267771581,0.516253428443432,3.23609152219307
2011.2120417176,0.515448212935618,0.0294393436843766,0.516288228778353,3.26884372624215
2031.68231666421,0.515466367532299,0.029738979580984,0.516323525479385,3.30192497743062
2052.36093968537,0.515484677611235,0.0300416651944858,0.516359326922267,3.33533851801999
2073.25003136423,0.515503144606474,0.0303474315651343,0.516395641637073,3.36908762048252
2094.35173386739,0.515521769965913,0.0306563100491124,0.516432478311168,3.4031755877332
2115.66821116462,0.515540555151432,0.0309683323217488,0.516469845792217,3.43760575336183
2137.20164925072,0.515559501639035,0.0312835303807664,0.516507753091253,3.4723814818654
